,YEAR,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,AGE,CATEGORY,VOTES,ELECTORS,VOTERS,VALID VOTES,TURNOUT,PREDICTED WINNER
3432,2011,KALASAPAKKAM,2 VIJAYAKUMAR.P.S,N,INC,M,56,GEN,53599,180390,155934,155790,0.864427074671545,N
3433,2011,KALASAPAKKAM,3 VIJAYAKUMAR.A,N,IND,M,51,SC,2615,180390,155934,155790,0.864427074671545,N
3434,2011,KALASAPAKKAM,4 DEVENDIRAN.S,N,BSP,M,38,SC,1656,180390,155934,155790,0.864427074671545,N
3434,2011,KALASAPAKKAM,4 DEVENDIRAN.S,N,BSP,M,38,SC,1656,180390,155934,155790,0.864427074671545,N
3435,2011,KALASAPAKKAM,5 RAJENDRAN.M.S.,N,IJK,M,50,GEN,1329,180390,155934,155790,0.864427074671545,N
3435,2011,KALASAPAKKAM,5 RAJENDRAN.M.S.,N,IJK,M,50,GEN,1329,180390,155934,155790,0.864427074671545,N
3436,2011,KALASAPAKKAM,6 RAMESH.K,N,BJP,M,30,GEN,1323,180390,155934,155790,0.864427074671545,N
3437,2011,KALASAPAKKAM,7 VIJAYAGANTH.S,N,IND,M,25,GEN,783,180390,155934,155790,0.864427074671545,N
3438,2011,KALASAPAKKAM,8 POYYAMOZHI.V,N,IND,M,48,GEN,532,180390,155934,155790,0.864427074671545,N
3438,2011,KALASAPAKKAM,8 POYYAMOZHI.V,N,IND,M,48,GEN,532,180390,155934,155790,0.864427074671545,N
3439,2011,KALASAPAKKAM,9 ELUMALAI.M,N,IND,M,40,GEN,456,180390,155934,155790,0.864427074671545,N
3440,2011,KALASAPAKKAM,10  CHANDRASEKERAN.K,N,IND,M,42,GEN,451,180390,155934,155790,0.864427074671545,N
3441,2011,KALASAPAKKAM,MARTHAL.V,N,IND,F,49,GEN,425,180390,155934,155790,0.864427074671545,N
3442,2011,KALASAPAKKAM,12  GAJENDIRAN.M,N,IND,M,27,SC,399,180390,155934,155790,0.864427074671545,N
3443,2011,KALASAPAKKAM,13  PALANI.K,N,IND,M,39,GEN,389,180390,155934,155790,0.864427074671545,N
3444,2011,POLUR,1 JAYASUDHA.L,W,AIADMK,F,36,GEN,92391,196477,166952,166702,0.8497279579798145,N
3444,2011,POLUR,1 JAYASUDHA.L,W,AIADMK,F,36,GEN,92391,196477,166952,166702,0.8497279579798145,N
3445,2011,POLUR,2 EDIROLIMANIAN.G,N,PMK,M,47,GEN,63846,196477,166952,166702,0.8497279579798145,N
3446,2011,POLUR,3 PERUMAL.V,N,IJK,M,38,GEN,2320,196477,166952,166702,0.8497279579798145,N
3446,2011,POLUR,3 PERUMAL.V,N,IJK,M,38,GEN,2320,196477,166952,166702,0.8497279579798145,N
3447,2011,POLUR,4 MUNISAMY.M,N,IND,M,56,SC,2132,196477,166952,166702,0.8497279579798145,N
3448,2011,POLUR,5 MURUGESAN.D,N,IND,M,38,SC,1881,196477,166952,166702,0.8497279579798145,N
3449,2011,POLUR,6 VENKATESAN.N,N,BJP,M,36,GEN,1360,196477,166952,166702,0.8497279579798145,N
3449,2011,POLUR,6 VENKATESAN.N,N,BJP,M,36,GEN,1360,196477,166952,166702,0.8497279579798145,N
3450,2011,POLUR,7 THIRUMARAN.S,N,BSP,M,37,SC,674,196477,166952,166702,0.8497279579798145,N
3451,2011,POLUR,8 BASKAR.D,N,IND,M,39,GEN,559,196477,166952,166702,0.8497279579798145,N
3452,2011,POLUR,9 PONRAJ,N,IND,M,52,SC,485,196477,166952,166702,0.8497279579798145,W
3453,2011,POLUR,10  BABU.M,N,IND,M,37,SC,340,196477,166952,166702,0.8497279579798145,N
3454,2011,POLUR,DURAIRAJ.M,N,IND,M,52,SC,279,196477,166952,166702,0.8497279579798145,N
3455,2011,POLUR,12  KALAINESAN.R,N,IND,M,44,SC,253,196477,166952,166702,0.8497279579798145,N
3456,2011,POLUR,13  DHANUSU.R,N,IND,M,54,GEN,182,196477,166952,166702,0.8497279579798145,N
3457,2011,ARANI,1 BABU MURUGAVEL.R.M,W,DMDK,M,35,GEN,88967,215794,180512,177723,0.8365014782616755,N
3458,2011,ARANI,2 SIVANANDHAM.R,N,DMK,M,62,GEN,81001,215794,180512,177723,0.8365014782616755,N
3458,2011,ARANI,2 SIVANANDHAM.R,N,DMK,M,62,GEN,81001,215794,180512,177723,0.8365014782616755,N
3459,2011,ARANI,3 GOPI.P,N,BJP,M,36,GEN,1639,215794,180512,177723,0.8365014782616755,N
3459,2011,ARANI,3 GOPI.P,N,BJP,M,36,GEN,1639,215794,180512,177723,0.8365014782616755,N
3460,2011,ARANI,4 GANESAN.A,N,BSP,M,50,SC,1459,215794,180512,177723,0.8365014782616755,N
3461,2011,ARANI,5 MURUGAVEL.K,N,IND,M,36,GEN,1327,215794,180512,177723,0.8365014782616755,N
3462,2011,ARANI,6 KUMAR.D,N,IND,M,35,GEN,1033,215794,180512,177723,0.8365014782616755,N
3463,2011,ARANI,7 BALAJI.S,N,IND,M,30,GEN,891,215794,180512,177723,0.8365014782616755,N
3464,2011,ARANI,8 BABU.N,N,IND,M,45,GEN,833,215794,180512,177723,0.8365014782616755,N
3465,2011,ARANI,9 MALAR.C,N,IND,F,48,GEN,573,215794,180512,177723,0.8365014782616755,N
3465,2011,ARANI,9 MALAR.C,N,IND,F,48,GEN,573,215794,180512,177723,0.8365014782616755,N
3466,2011,CHEYYAR,1 SUBRAMANIAN.N,W,AIADMK,M,52,GEN,96180,211108,179443,179221,0.8500056842942949,N
3467,2011,CHEYYAR,2 VISHNU PRASAD.M.K.,N,INC,M,38,GEN,70717,211108,179443,179221,0.8500056842942949,N
3468,2011,CHEYYAR,3 VISWANATHAN.D,N,IND,M,39,SC,3022,211108,179443,179221,0.8500056842942949,N
3468,2011,CHEYYAR,3 VISWANATHAN.D,N,IND,M,39,SC,3022,211108,179443,179221,0.8500056842942949,N
3469,2011,CHEYYAR,4 RAJENDIRAN.E,N,IND,M,41,GEN,2208,211108,179443,179221,0.8500056842942949,N
3470,2011,CHEYYAR,5 TAMILARASI.D,N,BJP,F,46,GEN,2179,211108,179443,179221,0.8500056842942949,N
3471,2011,CHEYYAR,6 ELANGOVAN.K.P,N,PB,M,31,SC,1759,211108,179443,179221,0.8500056842942949,N
3472,2011,CHEYYAR,7 PANNEERSELVAM.C,N,BSP,M,26,SC,858,211108,179443,179221,0.8500056842942949,N
3473,2011,CHEYYAR,8 SINGARAVELU.A,N,IND,M,34,SC,649,211108,179443,179221,0.8500056842942949,N
3474,2011,CHEYYAR,9 RAJI.A,N,IJK,M,41,GEN,586,211108,179443,179221,0.8500056842942949,N
3475,2011,CHEYYAR,10  PONMUDI.E,N,IND,M,25,GEN,546,211108,179443,179221,0.8500056842942949,W
3476,2011,CHEYYAR,SARAVANAN.K,N,IND,M,27,GEN,517,211108,179443,179221,0.8500056842942949,N
3477,2011,VANDAVASI,1 GUNASEELAN.V,W,AIADMK,M,48,SC,84529,199026,162635,162399,0.8171545426225719,W
3478,2011,VANDAVASI,2 KAMALAKKANNAN.J,N,DMK,M,34,SC,72233,199026,162635,162399,0.8171545426225719,N
3479,2011,VANDAVASI,3 DEVENDIRAN.A,N,IND,M,43,SC,2020,199026,162635,162399,0.8171545426225719,N
3480,2011,VANDAVASI,4 PONNAN.T,N,BSP,M,64,SC,1112,199026,162635,162399,0.8171545426225719,N
3480,2011,VANDAVASI,4 PONNAN.T,N,BSP,M,64,SC,1112,199026,162635,162399,0.8171545426225719,N
3481,2011,VANDAVASI,5 RAJASEKAR.K,N,BJP,M,39,SC,1090,199026,162635,162399,0.8171545426225719,N
3481,2011,VANDAVASI,5 RAJASEKAR.K,N,BJP,M,39,SC,1090,199026,162635,162399,0.8171545426225719,N
3482,2011,VANDAVASI,6 SEGAR.E,N,IND,M,46,SC,788,199026,162635,162399,0.8171545426225719,N
3483,2011,VANDAVASI,7 SANKAR.P,N,IND,M,42,SC,333,199026,162635,162399,0.8171545426225719,N
3483,2011,VANDAVASI,7 SANKAR.P,N,IND,M,42,SC,333,199026,162635,162399,0.8171545426225719,N
3484,2011,VANDAVASI,8 ANANDAVEL.A,N,IND,M,31,SC,294,199026,162635,162399,0.8171545426225719,N
3485,2011,GINGEE,1 GANESH KUMAR.A,W,PMK,M,26,GEN,77026,213724,174566,174449,0.8167823922442028,N
3486,2011,GINGEE,2 SIVALINGAM. R,N,DMDK,M,34,GEN,75215,213724,174566,174449,0.8167823922442028,N
3487,2011,GINGEE,3 SIVAMARK.K,N,IND,M,32,GEN,8627,213724,174566,174449,0.8167823922442028,N
3488,2011,GINGEE,4 ELUMALAI.C.A,N,IND,M,41,GEN,2962,213724,174566,174449,0.8167823922442028,N
3488,2011,GINGEE,4 ELUMALAI.C.A,N,IND,M,41,GEN,2962,213724,174566,174449,0.8167823922442028,N
3489,2011,GINGEE,VAITHILINGAM (A),N,IND,M,61,GEN,2811,213724,174566,174449,0.8167823922442028,N
3490,2011,GINGEE,6 MOHAN.A,N,IJK,M,36,GEN,1388,213724,174566,174449,0.8167823922442028,N
3491,2011,GINGEE,7 RAJENDIRAN. M.S,N,BJP,M,36,GEN,1362,213724,174566,174449,0.8167823922442028,N
3492,2011,GINGEE,8 KARUNANITHI.R,N,IND,M,47,GEN,1275,213724,174566,174449,0.8167823922442028,N
3493,2011,GINGEE,9 SIVALINGAM.P,N,IND,M,51,GEN,1082,213724,174566,174449,0.8167823922442028,N
3494,2011,GINGEE,10  PARUTHIPURAM SAKKARAI.M,N,BSP,M,53,GEN,1010,213724,174566,174449,0.8167823922442028,N
3495,2011,GINGEE,BASKARIAH.S,N,MMKA,M,39,GEN,1003,213724,174566,174449,0.8167823922442028,N
3496,2011,GINGEE,12  VEERAMALAI.V,N,IND,M,36,GEN,688,213724,174566,174449,0.8167823922442028,N
3497,2011,MAILAM,1 NAGARAJAN.P,W,AIADMK,M,45,GEN,81656,183634,151466,151434,0.8248254680505789,N
3498,2011,MAILAM,2 PRAKASH.R,N,PMK,M,30,GEN,61575,183634,151466,151434,0.8248254680505789,W
3499,2011,MAILAM,3 ELUMALAI.B,N,BJP,M,42,GEN,1844,183634,151466,151434,0.8248254680505789,N
3499,2011,MAILAM,3 ELUMALAI.B,N,BJP,M,42,GEN,1844,183634,151466,151434,0.8248254680505789,N
3500,2011,MAILAM,4 VINAYAGAMOORTHY.S,N,IND,M,30,GEN,1555,183634,151466,151434,0.8248254680505789,N
3501,2011,MAILAM,5 VASANTHI,N,IND,F,48,GEN,1506,183634,151466,151434,0.8248254680505789,W
3502,2011,MAILAM,6 VIJAYAN.K,N,BSP,M,52,GEN,1191,183634,151466,151434,0.8248254680505789,N
3503,2011,MAILAM,7 NEDUNCHEZHIYAN.S,N,IND,M,25,GEN,813,183634,151466,151434,0.8248254680505789,N
3504,2011,MAILAM,8 SIVARAJ.M,N,JMM(U),M,29,GEN,503,183634,151466,151434,0.8248254680505789,N
3505,2011,MAILAM,9 NAGARAJAN.C,N,IND,M,36,GEN,308,183634,151466,151434,0.8248254680505789,N
3506,2011,MAILAM,10  FRANCIS.I,N,AIJMK,M,42,GEN,266,183634,151466,151434,0.8248254680505789,N
3507,2011,MAILAM,ARULMURUGAN.U,N,PPIS,M,29,GEN,217,183634,151466,151434,0.8248254680505789,N
3508,2011,TINDIVANAM,1 HARIDOSS.D,W,AIADMK,M,62,SC,80553,188461,153240,153169,0.8131125272602819,N
3509,2011,TINDIVANAM,2 SANKAR M.P,N,PMK,M,37,SC,65016,188461,153240,153169,0.8131125272602819,N
3510,2011,TINDIVANAM,3 MUNUSAMY.M,N,IND,M,43,SC,2071,188461,153240,153169,0.8131125272602819,N
3510,2011,TINDIVANAM,3 MUNUSAMY.M,N,IND,M,43,SC,2071,188461,153240,153169,0.8131125272602819,N
3511,2011,TINDIVANAM,4 RADHIKA.R,N,IJK,F,33,SC,1125,188461,153240,153169,0.8131125272602819,N
3512,2011,TINDIVANAM,5 VENUGOPAL.M,N,BJP,M,50,SC,1010,188461,153240,153169,0.8131125272602819,N
3513,2011,TINDIVANAM,6 SUBRAMANIAN.R,N,PPIS,M,30,SC,752,188461,153240,153169,0.8131125272602819,N
3514,2011,TINDIVANAM,7 BALU.C,N,IND,M,35,SC,695,188461,153240,153169,0.8131125272602819,N
3515,2011,TINDIVANAM,8 MAYILVEL.P,N,BSP,M,38,SC,684,188461,153240,153169,0.8131125272602819,N
3515,2011,TINDIVANAM,8 MAYILVEL.P,N,BSP,M,38,SC,684,188461,153240,153169,0.8131125272602819,N
3516,2011,TINDIVANAM,9 GANESAN.S,N,IND,M,38,SC,509,188461,153240,153169,0.8131125272602819,N
3517,2011,TINDIVANAM,10  SIVAKALIDOSS.A.V.,N,IND,M,34,SC,397,188461,153240,153169,0.8131125272602819,N
3518,2011,TINDIVANAM,JAGAJANANTHAM.R,N,PB,M,41,SC,357,188461,153240,153169,0.8131125272602819,N
3519,2011,VANUR,1 JANAKIRAMAN.I,W,AIADMK,M,59,SC,88834,196094,158682,158671,0.809213948412496,N
3519,2011,VANUR,1 JANAKIRAMAN.I,W,AIADMK,M,59,SC,88834,196094,158682,158671,0.809213948412496,W
3520,2011,VANUR,2 PUSHPARAJ.S,N,DMK,M,40,SC,63696,196094,158682,158671,0.809213948412496,N
3520,2011,VANUR,2 PUSHPARAJ.S,N,DMK,M,40,SC,63696,196094,158682,158671,0.809213948412496,N
3521,2011,VANUR,3 VETRIVENDAN.D,N,BJP,M,40,SC,1520,196094,158682,158671,0.809213948412496,N
3522,2011,VANUR,4 RAMAMOORTHY.N,N,BSP,M,43,SC,1193,196094,158682,158671,0.809213948412496,N
3523,2011,VANUR,5 DEVI.D,N,IND,F,32,SC,1191,196094,158682,158671,0.809213948412496,N
3523,2011,VANUR,5 DEVI.D,N,IND,F,32,SC,1191,196094,158682,158671,0.809213948412496,N
3524,2011,VANUR,6 JANAGIRAMAN.K,N,IND,M,41,SC,1140,196094,158682,158671,0.809213948412496,N
3525,2011,VANUR,7 VASUDEVAN.P,N,IND,M,49,SC,753,196094,158682,158671,0.809213948412496,N
3526,2011,VANUR,8 BASKAR.S,N,IND,M,31,SC,344,196094,158682,158671,0.809213948412496,N
3527,2011,VILLUPURAM,1 SHANMUGAM.C.V,W,AIADMK,M,45,GEN,90304,209392,173077,173050,0.82656930541759,N
3528,2011,VILLUPURAM,2 PONMUDY.K,N,DMK,M,60,GEN,78207,209392,173077,173050,0.82656930541759,N
3529,2011,VILLUPURAM,3 AROKIYASAMY.C,N,BJP,M,56,GEN,1100,209392,173077,173050,0.82656930541759,N
3530,2011,VILLUPURAM,4 SRINIVASAN. K,N,IND,M,31,GEN,769,209392,173077,173050,0.82656930541759,N
3531,2011,VILLUPURAM,5 MOHAMED ALI JINNA. M,N,IND,M,52,GEN,707,209392,173077,173050,0.82656930541759,N
3532,2011,VILLUPURAM,6 VELU. A,N,PB,M,37,GEN,679,209392,173077,173050,0.82656930541759,N
3533,2011,VILLUPURAM,7 BASKAR. S,N,IND,M,32,GEN,560,209392,173077,173050,0.82656930541759,N
3534,2011,VILLUPURAM,8 INIYADAYALAN.G,N,IND,M,60,GEN,317,209392,173077,173050,0.82656930541759,N
3535,2011,VILLUPURAM,9 SHANMUGAM. V,N,IND,M,55,GEN,210,209392,173077,173050,0.82656930541759,N
3536,2011,VILLUPURAM,10  SHANMUGAM. N,N,IND,M,65,GEN,124,209392,173077,173050,0.82656930541759,N
3536,2011,VILLUPURAM,10  SHANMUGAM. N,N,IND,M,65,GEN,124,209392,173077,173050,0.82656930541759,N
3537,2011,VILLUPURAM,SADAGOPAN. K,N,IND,M,62,GEN,73,209392,173077,173050,0.82656930541759,N
3538,2011,VIKRAVANDI,1 RAMAMURTHY.R,W,CPM,M,63,GEN,78656,186842,152130,152070,0.8142173601224564,N
3539,2011,VIKRAVANDI,2 RATHAMANI.K,N,DMK,M,62,GEN,63759,186842,152130,152070,0.8142173601224564,N
3540,2011,VIKRAVANDI,3 RAMAMOORTHI.K,N,IND,M,41,GEN,2442,186842,152130,152070,0.8142173601224564,N
3541,2011,VIKRAVANDI,4 KANNADHSAN.A,N,PB,M,28,GEN,2212,186842,152130,152070,0.8142173601224564,N
3541,2011,VIKRAVANDI,4 KANNADHSAN.A,N,PB,M,28,GEN,2212,186842,152130,152070,0.8142173601224564,N
3542,2011,VIKRAVANDI,5 KAMALAKANNAN.M,N,IND,M,34,GEN,1547,186842,152130,152070,0.8142173601224564,N
3543,2011,VIKRAVANDI,6 KALIYAPERUMAL.V,N,BSP,M,59,GEN,1118,186842,152130,152070,0.8142173601224564,W
3543,2011,VIKRAVANDI,6 KALIYAPERUMAL.V,N,BSP,M,59,GEN,1118,186842,152130,152070,0.8142173601224564,N
3544,2011,VIKRAVANDI,7 RAMAMUTHY.T,N,IND,M,70,GEN,892,186842,152130,152070,0.8142173601224564,N
3545,2011,VIKRAVANDI,8 RAGU.E,N,IND,M,43,GEN,672,186842,152130,152070,0.8142173601224564,N
3545,2011,VIKRAVANDI,8 RAGU.E,N,IND,M,43,GEN,672,186842,152130,152070,0.8142173601224564,N
3546,2011,VIKRAVANDI,9 SELVAMURUGAN.R.S,N,PPIS,M,36,GEN,387,186842,152130,152070,0.8142173601224564,N
3547,2011,VIKRAVANDI,10  VENUGOPAL.R,N,AIPPMR,M,46,GEN,385,186842,152130,152070,0.8142173601224564,N
3548,2011,TIRUKKOYILUR,1 VENKATESAN.L,W,DMDK,M,43,GEN,78229,197599,159145,159075,0.805393751992672,N
3549,2011,TIRUKKOYILUR,2 THANGAM. M,N,DMK,M,58,GEN,69438,197599,159145,159075,0.805393751992672,N
3550,2011,TIRUKKOYILUR,3 VENKATESAN.V,N,IND,M,36,GEN,6029,197599,159145,159075,0.805393751992672,N
3551,2011,TIRUKKOYILUR,4 VENKATESAN.S.S,N,IJK,M,43,GEN,3280,197599,159145,159075,0.805393751992672,N
3551,2011,TIRUKKOYILUR,4 VENKATESAN.S.S,N,IJK,M,43,GEN,3280,197599,159145,159075,0.805393751992672,N
3552,2011,TIRUKKOYILUR,5 PERIYASAMY.C,N,BSP,M,47,GEN,1271,197599,159145,159075,0.805393751992672,N
3553,2011,TIRUKKOYILUR,6 SANTHI.R,N,IND,F,44,GEN,828,197599,159145,159075,0.805393751992672,N
3554,2011,ULUNDURPET,1 KUMARAGURU.R,W,AIADMK,M,49,GEN,114794,229056,191064,191047,0.8341366303436715,N
3555,2011,ULUNDURPET,2 MOHAMEDYOUSUF.M,N,VCK,M,43,GEN,61286,229056,191064,191047,0.8341366303436715,N
3556,2011,ULUNDURPET,3 CHANDIRASEKARAN.N,N,IND,M,55,GEN,3642,229056,191064,191047,0.8341366303436715,N
3556,2011,ULUNDURPET,3 CHANDIRASEKARAN.N,N,IND,M,55,GEN,3642,229056,191064,191047,0.8341366303436715,N
3557,2011,ULUNDURPET,4 ANBU.A,N,BJP,F,36,GEN,2662,229056,191064,191047,0.8341366303436715,W
3558,2011,ULUNDURPET,5 JAGATEESAN.L,N,IND,M,44,GEN,1811,229056,191064,191047,0.8341366303436715,N
3559,2011,ULUNDURPET,6 VENKATESAN.M,N,CPI(ML)(L),M,39,SC,1751,229056,191064,191047,0.8341366303436715,N
3560,2011,ULUNDURPET,7 MUTHAIYAN.G,N,IND,M,60,GEN,1743,229056,191064,191047,0.8341366303436715,N
3561,2011,ULUNDURPET,8 JOHNPETER.M,N,IND,M,32,GEN,1576,229056,191064,191047,0.8341366303436715,N
3562,2011,ULUNDURPET,9 ARASAN.K,N,IND,M,50,GEN,1018,229056,191064,191047,0.8341366303436715,N
3563,2011,ULUNDURPET,10  DEVAR.M,N,IND,M,26,GEN,764,229056,191064,191047,0.8341366303436715,N
3564,2011,RISHIVANDIYAM,1 VIJAYKANT,W,DMDK,M,58,GEN,91164,206830,171416,171405,0.8287772566842334,N
3565,2011,RISHIVANDIYAM,2 SIVARAJ.S,N,INC,M,56,GEN,60369,206830,171416,171405,0.8287772566842334,N
3566,2011,RISHIVANDIYAM,3 VIJAYAKANTH.M,N,IND,M,27,GEN,7355,206830,171416,171405,0.8287772566842334,N
3567,2011,RISHIVANDIYAM,4 NATARAJAN.P,N,IJK,M,47,GEN,3227,206830,171416,171405,0.8287772566842334,N
3568,2011,RISHIVANDIYAM,5 RAMAJAYAM.M,N,IND,M,54,GEN,2044,206830,171416,171405,0.8287772566842334,N
3569,2011,RISHIVANDIYAM,6 SELVARAJU J,N,LSP,M,28,GEN,1860,206830,171416,171405,0.8287772566842334,N
3570,2011,RISHIVANDIYAM,7 RAJASUNDARAM.B,N,BJP,M,36,GEN,1793,206830,171416,171405,0.8287772566842334,N
3571,2011,RISHIVANDIYAM,8 SENTHIL.K,N,IND,M,29,GEN,1587,206830,171416,171405,0.8287772566842334,N
3572,2011,RISHIVANDIYAM,9 MURUGAN.V,N,IND,M,42,GEN,1299,206830,171416,171405,0.8287772566842334,N
3573,2011,RISHIVANDIYAM,10  KANNAN.A,N,BSP,M,63,GEN,707,206830,171416,171405,0.8287772566842334,N
3574,2011,SANKARAPURAM,1 MOHAN.P,W,AIADMK,M,60,GEN,87522,208838,171322,170824,0.8203583638992904,N
3575,2011,SANKARAPURAM,2 UDHAYASURIYAN.T,N,DMK,M,47,GEN,75324,208838,171322,170824,0.8203583638992904,N
3576,2011,SANKARAPURAM,3 VENKATESAN.S,N,IND,M,28,GEN,1933,208838,171322,170824,0.8203583638992904,N
3577,2011,SANKARAPURAM,4 JAYAVERMA.K,N,BJP,M,62,GEN,1874,208838,171322,170824,0.8203583638992904,N
3578,2011,SANKARAPURAM,5 KUMAR.P,N,BSP,M,44,GEN,1492,208838,171322,170824,0.8203583638992904,N
3579,2011,SANKARAPURAM,6 MOHAN.S,N,IND,M,44,GEN,745,208838,171322,170824,0.8203583638992904,N
3579,2011,SANKARAPURAM,6 MOHAN.S,N,IND,M,44,GEN,745,208838,171322,170824,0.8203583638992904,N
3580,2011,SANKARAPURAM,7 GUNASEKAR.M,N,IJK,M,54,GEN,579,208838,171322,170824,0.8203583638992904,N
3581,2011,SANKARAPURAM,8 VENKATESAN.A,N,IND,M,32,GEN,537,208838,171322,170824,0.8203583638992904,N
3582,2011,SANKARAPURAM,9 ANANDHADASS.C,N,LJP,M,31,GEN,444,208838,171322,170824,0.8203583638992904,N
3583,2011,SANKARAPURAM,10  SEKAR.K,N,IND,M,57,GEN,374,208838,171322,170824,0.8203583638992904,N
3584,2011,KALLAKURICHI,1 K.ALAGUVELU,W,AIADMK,F,43,SC,111249,217252,178930,178906,0.8236057665752214,N
3585,2011,KALLAKURICHI,2 A.C.PAVARASU,N,VCK,M,45,SC,51251,217252,178930,178906,0.8236057665752214,N
3586,2011,KALLAKURICHI,3 K.NATESAN,N,IND,M,60,SC,4031,217252,178930,178906,0.8236057665752214,N
3587,2011,KALLAKURICHI,4 K.ARIVUKKARASU,N,IJK,M,30,SC,3246,217252,178930,178906,0.8236057665752214,N
3588,2011,KALLAKURICHI,5 M.SENTHILKUMAR,N,IND,M,33,SC,2425,217252,178930,178906,0.8236057665752214,N
3589,2011,KALLAKURICHI,6 V.ANANTHI,N,IND,F,33,SC,2246,217252,178930,178906,0.8236057665752214,N
3590,2011,KALLAKURICHI,7 M.DINESH,N,BSP,M,34,SC,1481,217252,178930,178906,0.8236057665752214,N
3590,2011,KALLAKURICHI,7 M.DINESH,N,BSP,M,34,SC,1481,217252,178930,178906,0.8236057665752214,N
3591,2011,KALLAKURICHI,8 N.RAJESH,N,BJP,M,30,SC,1192,217252,178930,178906,0.8236057665752214,N
3592,2011,KALLAKURICHI,9 M.GURUSAMY,N,IND,M,31,SC,1025,217252,178930,178906,0.8236057665752214,N
3593,2011,KALLAKURICHI,10  A.AMSAVALLI,N,LJP,F,25,SC,760,217252,178930,178906,0.8236057665752214,N
3593,2011,KALLAKURICHI,10  A.AMSAVALLI,N,LJP,F,25,SC,760,217252,178930,178906,0.8236057665752214,N
3594,2011,GANGAVALLI,1 SUBHA.R,W,DMDK,F,31,SC,72922,183269,150051,150047,0.8187473058727881,N
3594,2011,GANGAVALLI,1 SUBHA.R,W,DMDK,F,31,SC,72922,183269,150051,150047,0.8187473058727881,N
3595,2011,GANGAVALLI,2 CHINNADURAI.K,N,DMK,M,45,SC,59457,183269,150051,150047,0.8187473058727881,N
3596,2011,GANGAVALLI,3 MANIMARAN.J,N,IND,M,30,SC,5978,183269,150051,150047,0.8187473058727881,N
3597,2011,GANGAVALLI,4 SIVAKAMI.P,N,IJK,F,55,SC,4048,183269,150051,150047,0.8187473058727881,N
3598,2011,GANGAVALLI,5 MURUGESAN.A,N,IND,M,35,SC,2452,183269,150051,150047,0.8187473058727881,N
3599,2011,GANGAVALLI,6 MATHIALAGAN.G,N,BJP,M,43,SC,1787,183269,150051,150047,0.8187473058727881,N
3600,2011,GANGAVALLI,7 RAJA.S,N,LJP,M,45,SC,1520,183269,150051,150047,0.8187473058727881,N
3601,2011,GANGAVALLI,8 SUBHA.M,N,IND,F,26,SC,657,183269,150051,150047,0.8187473058727881,N
3602,2011,GANGAVALLI,9 ALAGUVEL.M.P,N,IND,M,46,SC,624,183269,150051,150047,0.8187473058727881,N
3603,2011,GANGAVALLI,10  VIJAYA,N,BSP,F,37,SC,602,183269,150051,150047,0.8187473058727881,N
3604,2011,ATTUR,1 MADHESWARAN.S,W,AIADMK,M,45,SC,88036,196894,159337,158536,0.8092526943431491,N
3605,2011,ATTUR,2 ARTHANARI.S.K.,N,INC,M,33,SC,58180,196894,159337,158536,0.8092526943431491,N
3606,2011,ATTUR,3 ARULKUMAR.N,N,IJK,M,36,SC,2993,196894,159337,158536,0.8092526943431491,N
3606,2011,ATTUR,3 ARULKUMAR.N,N,IJK,M,36,SC,2993,196894,159337,158536,0.8092526943431491,N
3607,2011,ATTUR,4 PALANIRAJA.K,N,IND,M,30,SC,2348,196894,159337,158536,0.8092526943431491,N
3608,2011,ATTUR,5 ANNADURAI.K,N,BJP,M,49,SC,1690,196894,159337,158536,0.8092526943431491,N
3609,2011,ATTUR,6 RAJAMANICKAM.C,N,IND,M,46,SC,1462,196894,159337,158536,0.8092526943431491,N
3610,2011,ATTUR,7 MARIAPPAN.M.P,N,BSP,M,56,SC,1366,196894,159337,158536,0.8092526943431491,N
3611,2011,ATTUR,8 MAGESWARAN.K,N,IND,M,34,SC,729,196894,159337,158536,0.8092526943431491,N
3612,2011,ATTUR,9 VADIVEL.M,N,IND,M,38,SC,648,196894,159337,158536,0.8092526943431491,N
3613,2011,ATTUR,10  ARUMUGAM.D,N,IND,M,37,SC,393,196894,159337,158536,0.8092526943431491,N
3614,2011,ATTUR,ANAI ARASU.S.K,N,IND,M,27,SC,388,196894,159337,158536,0.8092526943431491,N
3615,2011,ATTUR,12  DHANASEKARAN.A,N,IND,M,37,SC,303,196894,159337,158536,0.8092526943431491,N
3616,2011,YERCAUD,1 PERUMAL.C,W,AIADMK,M,61,ST,104221,210158,179509,179492,0.8541621066055063,N
3616,2011,YERCAUD,1 PERUMAL.C,W,AIADMK,M,61,ST,104221,210158,179509,179492,0.8541621066055063,N
3617,2011,YERCAUD,2 TAMILSELVAN.C.,N,DMK,M,39,ST,66639,210158,179509,179492,0.8541621066055063,N
3618,2011,YERCAUD,3 SELVAM.L.,N,IND,M,40,ST,2437,210158,179509,179492,0.8541621066055063,N
3618,2011,YERCAUD,3 SELVAM.L.,N,IND,M,40,ST,2437,210158,179509,179492,0.8541621066055063,N
3619,2011,YERCAUD,4 RAJASELVAM.P.,N,BJP,M,36,ST,2266,210158,179509,179492,0.8541621066055063,N
3620,2011,YERCAUD,5 MAHESWARAN.K,N,IJK,M,27,ST,2185,210158,179509,179492,0.8541621066055063,W
