,YEAR,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,AGE,CATEGORY,VOTES,ELECTORS,VOTERS,VALID VOTES,TURNOUT,PREDICTED WINNER
160,2006,CHEPAUK,". KARUNANIDHI, M.",N,IND,M,42,SC,223,105252,67082,67082,0.6373465587352259,N
161,2006,CHEPAUK,. DALIT KUDIMAHAN T.D.K.,N,BSP,M,36,SC,105,105252,67082,67082,0.6373465587352259,N
162,2006,CHEPAUK,. SAI GANESH,N,IND,M,36,GEN,102,105252,67082,67082,0.6373465587352259,N
163,2006,CHEPAUK,". PADMARAJAN, DR. K.",N,IND,M,45,GEN,91,105252,67082,67082,0.6373465587352259,N
164,2006,CHEPAUK,". JAFFAR ALI, A",N,IND,M,43,GEN,88,105252,67082,67082,0.6373465587352259,N
165,2006,CHEPAUK,". BALAJI VENKATESWARAN,",N,IND,M,43,GEN,69,105252,67082,67082,0.6373465587352259,N
166,2006,CHEPAUK,". BALAJI, B.",N,RLD,M,37,GEN,51,105252,67082,67082,0.6373465587352259,N
167,2006,CHEPAUK,. RAGHURAMAN,N,IND,M,46,GEN,44,105252,67082,67082,0.6373465587352259,N
168,2006,CHEPAUK,". AMEEDIUS, G.",N,IND,M,42,GEN,35,105252,67082,67082,0.6373465587352259,N
168,2006,CHEPAUK,". AMEEDIUS, G.",N,IND,M,42,GEN,35,105252,67082,67082,0.6373465587352259,N
169,2006,CHEPAUK,". SATHYAVELU, M.",N,IND,M,34,GEN,34,105252,67082,67082,0.6373465587352259,N
169,2006,CHEPAUK,". SATHYAVELU, M.",N,IND,M,34,GEN,34,105252,67082,67082,0.6373465587352259,N
170,2006,CHEPAUK,". VENUGOPAL, D.V.",N,IND,M,33,GEN,30,105252,67082,67082,0.6373465587352259,N
171,2006,CHEPAUK,". SUBBIAH, J.",N,IND,M,32,GEN,27,105252,67082,67082,0.6373465587352259,N
172,2006,TRIPLICANE,. BADER SAYEED,W,AIADMK,F,59,GEN,40404,132523,85505,85504,0.6452087562159021,N
172,2006,TRIPLICANE,. BADER SAYEED,W,AIADMK,F,59,GEN,40404,132523,85505,85504,0.6452087562159021,N
173,2006,TRIPLICANE,". NAGANATHAN, M.",N,DMK,M,58,GEN,37628,132523,85505,85504,0.6452087562159021,N
174,2006,TRIPLICANE,". SHIVAKUMAR, K.",N,DMDK,M,34,GEN,4834,132523,85505,85504,0.6452087562159021,N
175,2006,TRIPLICANE,". SATHISH KUMAR, S.",N,BJP,M,37,GEN,1631,132523,85505,85504,0.6452087562159021,W
176,2006,TRIPLICANE,". VIVEKANANDAN, R.",N,IND,M,25,GEN,319,132523,85505,85504,0.6452087562159021,N
177,2006,TRIPLICANE,". SARAVANAN, K.",N,BSP,M,36,SC,181,132523,85505,85504,0.6452087562159021,N
177,2006,TRIPLICANE,". SARAVANAN, K.",N,BSP,M,36,SC,181,132523,85505,85504,0.6452087562159021,N
178,2006,TRIPLICANE,". SRINIVASAN, R.",N,IND,M,41,GEN,144,132523,85505,85504,0.6452087562159021,N
179,2006,TRIPLICANE,". SASIKUMAR, S.",N,IND,M,31,GEN,134,132523,85505,85504,0.6452087562159021,N
180,2006,TRIPLICANE,". SANTHANAM, M.",N,IND,M,32,GEN,123,132523,85505,85504,0.6452087562159021,N
180,2006,TRIPLICANE,". SANTHANAM, M.",N,IND,M,32,GEN,123,132523,85505,85504,0.6452087562159021,N
181,2006,TRIPLICANE,". SHANMUGAM, P.",N,IND,M,44,SC,106,132523,85505,85504,0.6452087562159021,W
181,2006,TRIPLICANE,". SHANMUGAM, P.",N,IND,M,44,SC,106,132523,85505,85504,0.6452087562159021,N
182,2006,MYLAPORE,". SHEKHER, S.VE.",W,AIADMK,M,55,GEN,62794,235246,147345,147345,0.6263443374170018,N
183,2006,MYLAPORE,". NAPOLEON, D.",N,DMK,M,42,GEN,61127,235246,147345,147345,0.6263443374170018,N
184,2006,MYLAPORE,. SANTHANAGOPALAN,N,LKPT,M,28,GEN,9436,235246,147345,147345,0.6263443374170018,W
185,2006,MYLAPORE,". RAJAN, V.N.",N,DMDK,M,37,GEN,7441,235246,147345,147345,0.6263443374170018,N
185,2006,MYLAPORE,". RAJAN, V.N.",N,DMDK,M,37,GEN,7441,235246,147345,147345,0.6263443374170018,N
186,2006,MYLAPORE,". CHANDRALEKHA, V.S.",N,JP,F,58,GEN,2898,235246,147345,147345,0.6263443374170018,N
187,2006,MYLAPORE,". NARAYANAN, 'AMERICAI' V.",N,IND,M,50,GEN,1961,235246,147345,147345,0.6263443374170018,W
188,2006,MYLAPORE,". VEERARAGHAVAN,P.",N,IND,M,33,SC,671,235246,147345,147345,0.6263443374170018,N
189,2006,MYLAPORE,". PREMKUMAR, P.",N,IND,M,44,SC,192,235246,147345,147345,0.6263443374170018,N
190,2006,MYLAPORE,". ARUL, E.",N,IND,M,28,GEN,150,235246,147345,147345,0.6263443374170018,N
191,2006,MYLAPORE,". SEKAR, C.",N,IND,M,41,GEN,147,235246,147345,147345,0.6263443374170018,N
192,2006,MYLAPORE,". PARTHIBAN, J.",N,IND,M,35,GEN,132,235246,147345,147345,0.6263443374170018,N
193,2006,MYLAPORE,". MOHANRAJ, J.",N,JJ,M,54,GEN,112,235246,147345,147345,0.6263443374170018,N
194,2006,MYLAPORE,. DOMINIC,N,IND,M,51,GEN,87,235246,147345,147345,0.6263443374170018,N
195,2006,MYLAPORE,". CHANDRASEKAR,N.",N,IND,M,30,GEN,72,235246,147345,147345,0.6263443374170018,N
196,2006,MYLAPORE,". GOKULNATHAN, B.",N,IND,M,34,GEN,64,235246,147345,147345,0.6263443374170018,N
197,2006,MYLAPORE,". DASAPRAKASH, T.S.",N,RLD,M,42,GEN,61,235246,147345,147345,0.6263443374170018,N
198,2006,SAIDAPET,". SENTHAMIZHAN, G.",W,AIADMK,M,43,GEN,75973,248483,164396,164295,0.6615985801845599,N
199,2006,SAIDAPET,". BASKARAN, C.R.",N,PMK,M,45,GEN,70068,248483,164396,164295,0.6615985801845599,N
199,2006,SAIDAPET,". BASKARAN, C.R.",N,PMK,M,45,GEN,70068,248483,164396,164295,0.6615985801845599,W
200,2006,SAIDAPET,". VENUGOPAL, R.",N,DMDK,M,40,GEN,11675,248483,164396,164295,0.6615985801845599,N
201,2006,SAIDAPET,". RANGANATHAN, K.",N,BJP,M,59,SC,1692,248483,164396,164295,0.6615985801845599,N
202,2006,SAIDAPET,". RAVI, P.S.",N,IND,M,44,GEN,780,248483,164396,164295,0.6615985801845599,N
203,2006,SAIDAPET,". NATARAJAN, G.",N,IND,M,36,GEN,705,248483,164396,164295,0.6615985801845599,N
204,2006,SAIDAPET,". KANDASAMY, P.",N,IND,M,51,SC,564,248483,164396,164295,0.6615985801845599,N
205,2006,SAIDAPET,". MOHAN, M.",N,IND,M,58,GEN,469,248483,164396,164295,0.6615985801845599,N
206,2006,SAIDAPET,". RAMU, A.",N,IND,M,43,GEN,425,248483,164396,164295,0.6615985801845599,N
207,2006,SAIDAPET,". VISWANATHAN, E.",N,AIFB,M,46,SC,368,248483,164396,164295,0.6615985801845599,N
208,2006,SAIDAPET,". SRIRAM, S.",N,UCPI,M,40,GEN,266,248483,164396,164295,0.6615985801845599,N
209,2006,SAIDAPET,. SURESHBABU,N,IND,M,27,GEN,246,248483,164396,164295,0.6615985801845599,N
210,2006,SAIDAPET,". MUNIAPPAN, M.",N,IND,M,58,GEN,222,248483,164396,164295,0.6615985801845599,N
211,2006,SAIDAPET,". JAISHANKAR, M.",N,IND,M,38,SC,195,248483,164396,164295,0.6615985801845599,N
212,2006,SAIDAPET,". TAMIL SELVAN, M.",N,IND,M,36,GEN,148,248483,164396,164295,0.6615985801845599,N
212,2006,SAIDAPET,". TAMIL SELVAN, M.",N,IND,M,36,GEN,148,248483,164396,164295,0.6615985801845599,N
213,2006,SAIDAPET,". PRAGALATHAN, M.",N,IND,M,44,SC,93,248483,164396,164295,0.6615985801845599,N
214,2006,SAIDAPET,". ANANTHAKUMAR, G.",N,IND,M,31,SC,92,248483,164396,164295,0.6615985801845599,W
214,2006,SAIDAPET,". ANANTHAKUMAR, G.",N,IND,M,31,SC,92,248483,164396,164295,0.6615985801845599,N
215,2006,SAIDAPET,". VIJAYAKUMAR, S.",N,IND,M,52,GEN,87,248483,164396,164295,0.6615985801845599,N
216,2006,SAIDAPET,". THIRUVENGADAM, U.",N,IND,M,43,SC,80,248483,164396,164295,0.6615985801845599,N
217,2006,SAIDAPET,. RAJASEKAR,N,IND,M,38,GEN,78,248483,164396,164295,0.6615985801845599,N
217,2006,SAIDAPET,. RAJASEKAR,N,IND,M,38,GEN,78,248483,164396,164295,0.6615985801845599,N
218,2006,SAIDAPET,". ANAND, S.",N,IND,M,33,SC,69,248483,164396,164295,0.6615985801845599,N
218,2006,SAIDAPET,". ANAND, S.",N,IND,M,33,SC,69,248483,164396,164295,0.6615985801845599,N
219,2006,GUMMIDIPUNDI,. VIJAYAKUMAR.K.S,W,AIADMK,M,35,GEN,63147,195425,156263,156263,0.799605986951516,N
220,2006,GUMMIDIPUNDI,. DURAI.JEYAVELU,N,PMK,M,57,GEN,62918,195425,156263,156263,0.799605986951516,N
221,2006,GUMMIDIPUNDI,. SEKAR C.H,N,DMDK,M,27,GEN,21738,195425,156263,156263,0.799605986951516,N
221,2006,GUMMIDIPUNDI,. SEKAR C.H,N,DMDK,M,27,GEN,21738,195425,156263,156263,0.799605986951516,N
222,2006,GUMMIDIPUNDI,. SEKAR.R,N,IND,M,38,GEN,2147,195425,156263,156263,0.799605986951516,N
222,2006,GUMMIDIPUNDI,. SEKAR.R,N,IND,M,38,GEN,2147,195425,156263,156263,0.799605986951516,N
223,2006,GUMMIDIPUNDI,. SEKAR.K,N,SP,M,36,GEN,1096,195425,156263,156263,0.799605986951516,N
224,2006,GUMMIDIPUNDI,. MURUGESAN.T,N,IND,M,74,SC,779,195425,156263,156263,0.799605986951516,N
225,2006,GUMMIDIPUNDI,. VENKATESAN.P,N,IND,M,37,GEN,762,195425,156263,156263,0.799605986951516,N
226,2006,GUMMIDIPUNDI,. NARASAIAH.L,N,BJP,M,56,GEN,662,195425,156263,156263,0.799605986951516,N
227,2006,GUMMIDIPUNDI,. MOHAMADYUSUF .A,N,NCP,M,40,GEN,635,195425,156263,156263,0.799605986951516,N
228,2006,GUMMIDIPUNDI,. ALEXANDER.A,N,BSP,M,38,GEN,567,195425,156263,156263,0.799605986951516,N
229,2006,GUMMIDIPUNDI,. BATHINNAIAH .V,N,IND,M,52,GEN,511,195425,156263,156263,0.799605986951516,N
229,2006,GUMMIDIPUNDI,. BATHINNAIAH .V,N,IND,M,52,GEN,511,195425,156263,156263,0.799605986951516,N
230,2006,GUMMIDIPUNDI,. SEKAR.K.C,N,IND,M,37,GEN,415,195425,156263,156263,0.799605986951516,N
230,2006,GUMMIDIPUNDI,. SEKAR.K.C,N,IND,M,37,GEN,415,195425,156263,156263,0.799605986951516,N
231,2006,GUMMIDIPUNDI,. PARASURAMAN.R,N,TNJC,M,48,GEN,266,195425,156263,156263,0.799605986951516,N
232,2006,GUMMIDIPUNDI,. RAGHUPATHY.G,N,IND,M,33,GEN,226,195425,156263,156263,0.799605986951516,N
233,2006,GUMMIDIPUNDI,. SUNDARAMA NAIDU.T,N,IND,M,52,GEN,216,195425,156263,156263,0.799605986951516,N
233,2006,GUMMIDIPUNDI,. SUNDARAMA NAIDU.T,N,IND,M,52,GEN,216,195425,156263,156263,0.799605986951516,N
234,2006,GUMMIDIPUNDI,. GOPAL.G,N,IND,M,41,GEN,178,195425,156263,156263,0.799605986951516,N
235,2006,PONNERI,. BALARAMANAN.P,W,AIADMK,M,45,SC,84259,248155,175234,175229,0.7061473675726865,N
236,2006,PONNERI,. ANBUVANAN.V,N,DMK,M,37,SC,73170,248155,175234,175229,0.7061473675726865,N
237,2006,PONNERI,. ANGAMUTHU.S,N,DMDK,M,30,SC,13508,248155,175234,175229,0.7061473675726865,N
238,2006,PONNERI,. MANI.E,N,IND,M,59,SC,1649,248155,175234,175229,0.7061473675726865,N
239,2006,PONNERI,. JANAKIRAMAN.S,N,CPI(ML)(L),M,39,SC,1185,248155,175234,175229,0.7061473675726865,N
239,2006,PONNERI,. JANAKIRAMAN.S,N,CPI(ML)(L),M,39,SC,1185,248155,175234,175229,0.7061473675726865,N
240,2006,PONNERI,. NATARAJAN.S,N,BSP,M,49,SC,865,248155,175234,175229,0.7061473675726865,N
241,2006,PONNERI,. ELUMALAI.K,N,IND,M,58,SC,593,248155,175234,175229,0.7061473675726865,N
242,2006,THIRUVOTTIYUR,. SAMY. K.P.P,W,DMK,M,48,GEN,158204,496267,341404,341402,0.6879441913324884,N
243,2006,THIRUVOTTIYUR,. MOORTHY.V,N,AIADMK,M,47,GEN,154757,496267,341404,341402,0.6879441913324884,N
244,2006,THIRUVOTTIYUR,. MURUGAN. S,N,DMDK,M,29,GEN,21915,496267,341404,341402,0.6879441913324884,N
245,2006,THIRUVOTTIYUR,. GANESAN.K,N,BJP,M,40,GEN,2977,496267,341404,341402,0.6879441913324884,N
245,2006,THIRUVOTTIYUR,. GANESAN.K,N,BJP,M,40,GEN,2977,496267,341404,341402,0.6879441913324884,N
246,2006,THIRUVOTTIYUR,. BHUVANESWARAN.G,N,IND,M,31,GEN,1053,496267,341404,341402,0.6879441913324884,W
247,2006,THIRUVOTTIYUR,. SHANMUGAM.T.A,N,IND,M,50,GEN,760,496267,341404,341402,0.6879441913324884,N
247,2006,THIRUVOTTIYUR,. SHANMUGAM.T.A,N,IND,M,50,GEN,760,496267,341404,341402,0.6879441913324884,N
248,2006,THIRUVOTTIYUR,. RAJENDIRAN. A,N,AIFB,M,33,GEN,603,496267,341404,341402,0.6879441913324884,N
248,2006,THIRUVOTTIYUR,. RAJENDIRAN. A,N,AIFB,M,33,GEN,603,496267,341404,341402,0.6879441913324884,N
249,2006,THIRUVOTTIYUR,. SURESH. A,N,IND,M,35,GEN,453,496267,341404,341402,0.6879441913324884,N
250,2006,THIRUVOTTIYUR,. RAJENDIRAN.N,N,IND,M,55,GEN,257,496267,341404,341402,0.6879441913324884,N
251,2006,THIRUVOTTIYUR,. RAJENDIRAN.V.S,N,IND,M,42,GEN,234,496267,341404,341402,0.6879441913324884,N
251,2006,THIRUVOTTIYUR,. RAJENDIRAN.V.S,N,IND,M,42,GEN,234,496267,341404,341402,0.6879441913324884,N
252,2006,THIRUVOTTIYUR,. ARUL DOSS.J,N,IND,M,40,GEN,189,496267,341404,341402,0.6879441913324884,N
253,2006,VILLIVAKKAM,. RANGANATHAN. B,W,DMK,M,54,GEN,278850,941112,611251,611084,0.649498678159454,N
254,2006,VILLIVAKKAM,. KALAN. G,N,AIADMK,M,47,GEN,248734,941112,611251,611084,0.649498678159454,N
255,2006,VILLIVAKKAM,. VELMURUGAN. G,N,DMDK,M,55,GEN,51892,941112,611251,611084,0.649498678159454,N
256,2006,VILLIVAKKAM,. RAVISUNDARAM.S,N,BJP,M,39,GEN,9202,941112,611251,611084,0.649498678159454,N
257,2006,VILLIVAKKAM,. PREMA. K,N,LKPT,F,56,GEN,6473,941112,611251,611084,0.649498678159454,N
258,2006,VILLIVAKKAM,. THYAGARAJAN.J,N,IND,M,36,GEN,2610,941112,611251,611084,0.649498678159454,N
259,2006,VILLIVAKKAM,. SATHEESH KUMAR.K.P,N,IND,M,30,GEN,2189,941112,611251,611084,0.649498678159454,N
260,2006,VILLIVAKKAM,. MOHAN,N,IND,M,47,GEN,2051,941112,611251,611084,0.649498678159454,N
261,2006,VILLIVAKKAM,. SRINIVASAN. S,N,BSP,M,62,GEN,1670,941112,611251,611084,0.649498678159454,N
262,2006,VILLIVAKKAM,. SATHESH KUMAR. S,N,IND,M,33,GEN,1651,941112,611251,611084,0.649498678159454,N
263,2006,VILLIVAKKAM,. MAHALAKSHIMI.B,N,SP,F,40,GEN,745,941112,611251,611084,0.649498678159454,N
263,2006,VILLIVAKKAM,. MAHALAKSHIMI.B,N,SP,F,40,GEN,745,941112,611251,611084,0.649498678159454,N
264,2006,VILLIVAKKAM,. PALANIVEL. K,N,CPI(ML)(L),M,40,GEN,741,941112,611251,611084,0.649498678159454,N
265,2006,VILLIVAKKAM,. GANESAN.K.R,N,AIFB,M,52,GEN,731,941112,611251,611084,0.649498678159454,N
266,2006,VILLIVAKKAM,. VENKATESAN.N,N,LJP,M,41,GEN,617,941112,611251,611084,0.649498678159454,N
267,2006,VILLIVAKKAM,. JOSHI.K.A,N,IND,M,26,GEN,611,941112,611251,611084,0.649498678159454,N
267,2006,VILLIVAKKAM,. JOSHI.K.A,N,IND,M,26,GEN,611,941112,611251,611084,0.649498678159454,N
268,2006,VILLIVAKKAM,. KUMAR.N,N,IND,M,49,GEN,473,941112,611251,611084,0.649498678159454,N
269,2006,VILLIVAKKAM,. BALAMURUGAN.B,N,IND,M,35,GEN,371,941112,611251,611084,0.649498678159454,N
270,2006,VILLIVAKKAM,. MOHANKUMAR.S.P,N,IND,M,51,GEN,333,941112,611251,611084,0.649498678159454,W
271,2006,VILLIVAKKAM,. KARUNAGARAN. P.V,N,IND,M,46,GEN,322,941112,611251,611084,0.649498678159454,N
272,2006,VILLIVAKKAM,. RAJENDRAN. C,N,IND,M,35,GEN,312,941112,611251,611084,0.649498678159454,N
273,2006,VILLIVAKKAM,. ASHOK.S,N,IND,M,39,GEN,279,941112,611251,611084,0.649498678159454,N
274,2006,VILLIVAKKAM,. GUNASEKARAN.M,N,IND,M,45,GEN,227,941112,611251,611084,0.649498678159454,W
274,2006,VILLIVAKKAM,. GUNASEKARAN.M,N,IND,M,45,GEN,227,941112,611251,611084,0.649498678159454,N
275,2006,ALANDUR,". ANBARASAN, T. M",W,DMK,M,46,GEN,133232,431953,284421,284403,0.6584535817554225,N
276,2006,ALANDUR,". VALARMATHI, B",N,AIADMK,F,47,GEN,115322,431953,284421,284403,0.6584535817554225,N
277,2006,ALANDUR,". VIJAYAKUMAR, R",N,DMDK,M,49,GEN,22866,431953,284421,284403,0.6584535817554225,N
278,2006,ALANDUR,". RAJA, H",N,BJP,M,48,GEN,9298,431953,284421,284403,0.6584535817554225,N
279,2006,ALANDUR,". VEMBULI, R",N,IND,M,30,GEN,1148,431953,284421,284403,0.6584535817554225,N
280,2006,ALANDUR,". ETHAYA VENDAN, P",N,BSP,M,38,SC,569,431953,284421,284403,0.6584535817554225,N
281,2006,ALANDUR,". GAJENDRA KUMAR, D",N,IND,M,35,GEN,463,431953,284421,284403,0.6584535817554225,N
282,2006,ALANDUR,". AUGUSTIN, J",N,IND,M,42,GEN,288,431953,284421,284403,0.6584535817554225,N
283,2006,ALANDUR,". RAMESH, K",N,IND,M,35,GEN,247,431953,284421,284403,0.6584535817554225,N
284,2006,ALANDUR,". VASANTHA KUMAR, P",N,IND,M,30,GEN,236,431953,284421,284403,0.6584535817554225,W
285,2006,ALANDUR,". VENKATESAN, M",N,IND,M,30,GEN,231,431953,284421,284403,0.6584535817554225,N
286,2006,ALANDUR,". MURUGAN, M",N,IND,M,30,GEN,140,431953,284421,284403,0.6584535817554225,W
286,2006,ALANDUR,". MURUGAN, M",N,IND,M,30,GEN,140,431953,284421,284403,0.6584535817554225,N
287,2006,ALANDUR,". SHANMUGAM, G",N,IND,M,60,SC,131,431953,284421,284403,0.6584535817554225,N
288,2006,ALANDUR,". MUNUSAMY, B",N,IND,M,41,GEN,127,431953,284421,284403,0.6584535817554225,N
289,2006,ALANDUR,". ARUMUGAM, M",N,IND,M,57,GEN,105,431953,284421,284403,0.6584535817554225,N
290,2006,TAMBARAM,". RAJA, S.R",W,DMK,M,50,GEN,269717,872877,561918,561888,0.6437539309662186,N
291,2006,TAMBARAM,". SOMU ,K",N,MDMK,M,42,GEN,220965,872877,561918,561888,0.6437539309662186,N
291,2006,TAMBARAM,". SOMU ,K",N,MDMK,M,42,GEN,220965,872877,561918,561888,0.6437539309662186,N
292,2006,TAMBARAM,". DHARMA, K",N,DMDK,M,29,GEN,48522,872877,561918,561888,0.6437539309662186,N
293,2006,TAMBARAM,". SIVARAMAN ,V.R",N,BJP,M,47,GEN,13598,872877,561918,561888,0.6437539309662186,N
294,2006,TAMBARAM,". VENKATESAN, M",N,IND,M,30,GEN,2249,872877,561918,561888,0.6437539309662186,N
295,2006,TAMBARAM,". AKBAR, M",N,TNJC,M,42,GEN,1403,872877,561918,561888,0.6437539309662186,N
296,2006,TAMBARAM,". SEKAR, V",N,SP,M,35,GEN,1179,872877,561918,561888,0.6437539309662186,N
297,2006,TAMBARAM,". MOHAN, M",N,IND,M,46,GEN,729,872877,561918,561888,0.6437539309662186,N
298,2006,TAMBARAM,". SALEEM, M",N,IND,M,45,GEN,682,872877,561918,561888,0.6437539309662186,N
299,2006,TAMBARAM,". ELIZABETH RANI, P",N,IND,F,44,GEN,581,872877,561918,561888,0.6437539309662186,N
300,2006,TAMBARAM,". RAJESH, N",N,IND,M,28,GEN,555,872877,561918,561888,0.6437539309662186,N
301,2006,TAMBARAM,". MANIKANDAN, K",N,IND,M,27,GEN,427,872877,561918,561888,0.6437539309662186,N
302,2006,TAMBARAM,". PAKKIRI, A",N,IND,M,41,GEN,392,872877,561918,561888,0.6437539309662186,N
303,2006,TAMBARAM,". PALRAJ, G",N,IND,M,38,GEN,372,872877,561918,561888,0.6437539309662186,N
304,2006,TAMBARAM,". NANDAKUMAR, P",N,IND,M,38,GEN,275,872877,561918,561888,0.6437539309662186,N
304,2006,TAMBARAM,". NANDAKUMAR, P",N,IND,M,38,GEN,275,872877,561918,561888,0.6437539309662186,N
305,2006,TAMBARAM,". KRISHNAN, M",N,IND,M,44,GEN,242,872877,561918,561888,0.6437539309662186,N
306,2006,TIRUPPORUR,". MOORTHY, D",W,PMK,M,40,SC,73328,247954,162708,162708,0.6562023601151826,N
307,2006,TIRUPPORUR,". DHANAPAL, M",N,AIADMK,M,47,SC,63164,247954,162708,162708,0.6562023601151826,N
308,2006,TIRUPPORUR,". KANNAPPAN, K",N,DMDK,M,25,SC,19227,247954,162708,162708,0.6562023601151826,W
309,2006,TIRUPPORUR,". PONVARATHARAJAN, M",N,BJP,M,65,SC,1979,247954,162708,162708,0.6562023601151826,N
310,2006,TIRUPPORUR,". SRINIVASAN, M",N,BSP,M,39,SC,1177,247954,162708,162708,0.6562023601151826,N
311,2006,TIRUPPORUR,". ERANIAPPAN, C",N,CPI(ML)(L),M,45,SC,955,247954,162708,162708,0.6562023601151826,N
312,2006,TIRUPPORUR,". JAGADEESAN, V",N,IND,M,44,SC,926,247954,162708,162708,0.6562023601151826,N
313,2006,TIRUPPORUR,". BALU, V",N,LJP,M,33,SC,602,247954,162708,162708,0.6562023601151826,N
314,2006,TIRUPPORUR,". PARKUNAN, S",N,IND,M,27,SC,536,247954,162708,162708,0.6562023601151826,N
315,2006,TIRUPPORUR,". SANDHIYAPPAN, S",N,IND,M,26,SC,448,247954,162708,162708,0.6562023601151826,N
315,2006,TIRUPPORUR,". SANDHIYAPPAN, S",N,IND,M,26,SC,448,247954,162708,162708,0.6562023601151826,N
316,2006,TIRUPPORUR,". DHANAPAL, K .S",N,IND,M,47,SC,366,247954,162708,162708,0.6562023601151826,N
317,2006,CHENGALPATTU,". ARUMUGAM, K",W,PMK,M,48,GEN,61664,178466,127479,127475,0.7143041251554918,N
318,2006,CHENGALPATTU,". ARUMUGAM, S",N,AIADMK,M,47,GEN,51451,178466,127479,127475,0.7143041251554918,N
318,2006,CHENGALPATTU,". ARUMUGAM, S",N,AIADMK,M,47,GEN,51451,178466,127479,127475,0.7143041251554918,W
319,2006,CHENGALPATTU,". MANJULA ,S",N,DMDK,F,30,GEN,8852,178466,127479,127475,0.7143041251554918,N
319,2006,CHENGALPATTU,". MANJULA ,S",N,DMDK,F,30,GEN,8852,178466,127479,127475,0.7143041251554918,N
320,2006,CHENGALPATTU,". JEEVARATHINAM, M",N,IND,M,29,GEN,1880,178466,127479,127475,0.7143041251554918,N
321,2006,CHENGALPATTU,". PRAKASHBABU, P",N,IND,M,27,GEN,871,178466,127479,127475,0.7143041251554918,N
321,2006,CHENGALPATTU,". PRAKASHBABU, P",N,IND,M,27,GEN,871,178466,127479,127475,0.7143041251554918,N
322,2006,CHENGALPATTU,". SRIRAM, N",N,BJP,M,31,GEN,736,178466,127479,127475,0.7143041251554918,N
323,2006,CHENGALPATTU,". AMOOR BEEMRAO, A",N,BSP,M,55,GEN,575,178466,127479,127475,0.7143041251554918,N
323,2006,CHENGALPATTU,". AMOOR BEEMRAO, A",N,BSP,M,55,GEN,575,178466,127479,127475,0.7143041251554918,W
324,2006,CHENGALPATTU,". VEDAPURI, M",N,PNK,M,51,GEN,315,178466,127479,127475,0.7143041251554918,N
325,2006,CHENGALPATTU,". DURAIRAJ, V",N,IND,M,38,GEN,261,178466,127479,127475,0.7143041251554918,W
326,2006,CHENGALPATTU,". PARAMASIVEM, N",N,TNJC,M,46,GEN,179,178466,127479,127475,0.7143041251554918,N
327,2006,CHENGALPATTU,". THULASIAMMAL ,R",N,SP,F,56,GEN,175,178466,127479,127475,0.7143041251554918,N
328,2006,CHENGALPATTU,". GOVINDHAN, T",N,IND,M,50,GEN,142,178466,127479,127475,0.7143041251554918,N
329,2006,CHENGALPATTU,". ARASAN, A",N,IND,M,30,GEN,129,178466,127479,127475,0.7143041251554918,N
330,2006,CHENGALPATTU,". CHITTYBABU, P",N,IND,M,48,GEN,123,178466,127479,127475,0.7143041251554918,N
330,2006,CHENGALPATTU,". CHITTYBABU, P",N,IND,M,48,GEN,123,178466,127479,127475,0.7143041251554918,N
331,2006,CHENGALPATTU,". ARUNAGIRI, K",N,IND,M,32,GEN,122,178466,127479,127475,0.7143041251554918,N
332,2006,MADURANTHAKAM,". GHAYATHRI DEVI, K",W,INC,F,35,GEN,51106,154532,117418,117418,0.7598296792897264,N
332,2006,MADURANTHAKAM,". GHAYATHRI DEVI, K",W,INC,F,35,GEN,51106,154532,117418,117418,0.7598296792897264,N
333,2006,MADURANTHAKAM,". APPADURAI, K",N,AIADMK,M,52,GEN,47415,154532,117418,117418,0.7598296792897264,N
333,2006,MADURANTHAKAM,". APPADURAI, K",N,AIADMK,M,52,GEN,47415,154532,117418,117418,0.7598296792897264,N
334,2006,MADURANTHAKAM,". GAJENDRAN, D",N,DMDK,M,29,GEN,9885,154532,117418,117418,0.7598296792897264,N
334,2006,MADURANTHAKAM,". GAJENDRAN, D",N,DMDK,M,29,GEN,9885,154532,117418,117418,0.7598296792897264,N
335,2006,MADURANTHAKAM,". SUNDARAMOORTHY, M",N,BJP,M,45,GEN,2282,154532,117418,117418,0.7598296792897264,N
336,2006,MADURANTHAKAM,". MENAKA, S",N,IND,F,33,GEN,1840,154532,117418,117418,0.7598296792897264,N
337,2006,MADURANTHAKAM,". NATARAJAN, C",N,IND,M,65,GEN,1256,154532,117418,117418,0.7598296792897264,N
337,2006,MADURANTHAKAM,". NATARAJAN, C",N,IND,M,65,GEN,1256,154532,117418,117418,0.7598296792897264,N
338,2006,MADURANTHAKAM,". DEVARAJ, M",N,IND,M,45,GEN,1178,154532,117418,117418,0.7598296792897264,N
339,2006,MADURANTHAKAM,". RAJENDRABABU, P",N,BSP,M,33,GEN,989,154532,117418,117418,0.7598296792897264,N
340,2006,MADURANTHAKAM,". SHANMUGAM, M",N,SP,M,59,GEN,416,154532,117418,117418,0.7598296792897264,N
341,2006,MADURANTHAKAM,". AKBAR, K",N,TNJC,M,43,GEN,321,154532,117418,117418,0.7598296792897264,N
342,2006,MADURANTHAKAM,". SAMPATH, K,G",N,IND,M,48,GEN,307,154532,117418,117418,0.7598296792897264,N
343,2006,MADURANTHAKAM,". SULTHANMOHIDEEN, A.L",N,IND,M,37,GEN,165,154532,117418,117418,0.7598296792897264,N
